,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit
198,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21513,0,0,1,0,No job,2.0,-41.0,0.0
199,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,-14654,-2836,1,0,0,Managers,2.0,-12.0,0.0
200,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21992,0,0,0,0,No job,1.0,-32.0,1.0
201,F,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,-14173,-1925,0,0,1,Accountants,3.0,-43.0,2.0
202,M,N,Y,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,0,0,0,Security staff,2.0,-11.0,2.0
203,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,0,1,0,Accountants,2.0,-17.0,2.0
204,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,0,Managers,2.0,-28.0,2.0
205,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11498,-4491,0,0,0,No job,3.0,-12.0,1.0
206,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,-12621,-1327,0,0,0,Managers,4.0,-50.0,2.0
207,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,0,0,0,No job,2.0,-49.0,1.0
208,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,0,1,0,Sales staff,1.0,-7.0,0.0
209,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,-21340,0,0,0,0,No job,2.0,-51.0,2.0
210,F,N,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-17767,-11062,1,0,0,Medicine staff,2.0,-37.0,2.0
211,F,Y,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22989,0,0,1,0,No job,2.0,-19.0,2.0
212,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-11067,-492,0,0,0,Sales staff,2.0,-17.0,0.0
213,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,0,0,0,No job,2.0,-27.0,1.0
214,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,0,1,1,Drivers,2.0,-59.0,1.0
215,M,N,Y,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,0,0,0,Core staff,2.0,-11.0,1.0
216,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455,-1321,0,0,0,Drivers,2.0,-20.0,1.0
217,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14216,-6649,1,1,0,No job,2.0,-27.0,2.0
218,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,0,0,Laborers,2.0,-29.0,2.0
219,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052,-140,0,1,1,Sales staff,2.0,-37.0,2.0
220,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12703,-3141,0,1,0,Laborers,4.0,-18.0,1.0
221,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1353,1,0,0,Accountants,4.0,-6.0,2.0
222,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15903,-762,0,0,0,Sales staff,1.0,-13.0,2.0
223,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13811,-3380,0,0,0,Laborers,3.0,-23.0,0.0
224,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-20182,-7514,0,0,0,Accountants,2.0,-43.0,1.0
225,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,0,0,1,Cleaning staff,2.0,-28.0,2.0
226,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192,-626,0,0,0,Drivers,4.0,-47.0,2.0
227,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-14972,-1063,0,0,0,Core staff,2.0,-43.0,1.0
228,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12627,-2267,0,0,0,High skill tech staff,3.0,-11.0,1.0
229,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20565,0,0,1,0,No job,2.0,-14.0,2.0
230,F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,0,0,0,Laborers,3.0,-6.0,1.0
231,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19777,-6835,1,1,0,Core staff,1.0,-22.0,2.0
232,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,0,0,0,Core staff,2.0,-32.0,2.0
233,F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,-10969,-3485,0,0,1,High skill tech staff,3.0,-5.0,1.0
234,F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13576,-3560,0,0,0,Sales staff,3.0,-25.0,2.0
235,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,0,0,0,0,No job,1.0,-17.0,1.0
236,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-15256,-3291,0,0,0,Laborers,1.0,-18.0,0.0
237,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,0,0,0,Laborers,3.0,-46.0,2.0
238,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,0,0,0,Sales staff,3.0,-41.0,1.0
239,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13361,-6586,1,0,0,Core staff,4.0,-18.0,2.0
240,M,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,0,0,0,No job,2.0,-46.0,2.0
241,F,N,N,1,180000.0,Working,Incomplete higher,Married,With parents,-9911,-2665,0,0,0,No job,3.0,-38.0,2.0
242,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,0,0,0,0,No job,2.0,-33.0,2.0
243,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323,-1346,0,0,0,No job,2.0,-10.0,0.0
244,F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,-20517,-2971,1,1,0,Sales staff,2.0,-12.0,2.0
245,F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,0,0,0,1,No job,1.0,-39.0,2.0
246,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,0,Accountants,1.0,-41.0,2.0
247,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13362,-1963,0,0,0,Sales staff,1.0,-25.0,2.0
248,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725,-1631,0,0,0,Core staff,4.0,-42.0,0.0
249,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,-10475,-1792,1,1,0,Core staff,2.0,-11.0,2.0
250,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22844,0,0,0,0,No job,2.0,-13.0,2.0
251,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-16625,-561,0,0,0,No job,4.0,-23.0,2.0
252,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,0,0,0,Managers,2.0,-60.0,2.0
253,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,-12794,-3574,0,0,0,No job,3.0,-2.0,1.0
254,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21516,0,0,0,0,No job,1.0,-8.0,2.0
255,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,-8316,-149,0,0,0,Laborers,3.0,-20.0,0.0
256,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-14083,-7049,1,0,0,Core staff,2.0,0.0,1.0
257,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,0,0,0,0,No job,2.0,-35.0,1.0
258,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22408,-2685,0,1,0,Cooking staff,2.0,-44.0,1.0
259,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,0,0,1,0,No job,2.0,-9.0,2.0
260,M,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20644,0,0,0,0,No job,1.0,-5.0,2.0
261,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796,-2682,0,0,0,Drivers,2.0,-33.0,2.0
262,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,0,0,1,0,No job,2.0,-22.0,2.0
263,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-16917,-4081,1,0,0,Laborers,1.0,-3.0,0.0
264,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,0,No job,3.0,-35.0,2.0
265,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18061,-869,0,0,0,No job,2.0,-16.0,2.0
266,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922,-923,0,0,0,Core staff,1.0,-53.0,2.0
267,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,0,0,1,No job,5.0,-5.0,2.0
268,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12541,-4549,1,1,0,Laborers,4.0,-16.0,2.0
269,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,0,Core staff,2.0,-23.0,2.0
270,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,0,1,0,No job,2.0,-31.0,0.0
271,F,Y,Y,0,301500.0,Pensioner,Higher education,Married,House / apartment,-21044,0,0,1,0,No job,2.0,-7.0,2.0
272,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10328,-1156,0,0,0,Laborers,2.0,-20.0,1.0
273,F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,-19514,-1991,1,0,0,IT staff,1.0,-42.0,2.0
274,M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,0,Managers,1.0,-9.0,2.0
275,F,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184,-840,1,1,0,Sales staff,2.0,-25.0,2.0
276,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-8440,-1206,0,0,0,Sales staff,2.0,-3.0,1.0
277,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11768,-2086,0,0,1,Laborers,2.0,-54.0,2.0
278,M,Y,N,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,0,1,0,Laborers,4.0,-48.0,2.0
279,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14070,-1565,1,1,0,Laborers,2.0,-17.0,1.0
280,F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18554,-703,0,0,0,Core staff,1.0,-21.0,1.0
281,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13052,-1009,0,0,0,High skill tech staff,2.0,-23.0,2.0
282,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18666,0,0,1,0,No job,2.0,-5.0,0.0
283,F,N,N,2,382500.0,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,0,0,0,Security staff,4.0,-33.0,0.0
284,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,0,0,0,No job,2.0,-33.0,1.0
285,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,0,Managers,4.0,-25.0,2.0
286,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,0,0,0,Sales staff,2.0,-9.0,1.0
287,F,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,0,Laborers,2.0,-55.0,2.0
288,F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-12883,-3627,0,0,0,Managers,2.0,-39.0,2.0
289,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,0,Drivers,1.0,-19.0,1.0
290,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,0,0,0,Core staff,2.0,-20.0,2.0
291,F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,0,1,0,Core staff,2.0,-20.0,1.0
292,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,0,1,0,No job,2.0,-3.0,1.0
293,F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,-21466,-3992,0,0,0,Core staff,2.0,-14.0,2.0
294,F,Y,Y,0,463500.0,Working,Higher education,Married,House / apartment,-20848,-4090,1,1,0,Managers,2.0,-34.0,0.0
295,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236,0,0,0,0,No job,2.0,-14.0,2.0
296,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,0,1,0,Drivers,1.0,-7.0,1.0
297,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,0,0,0,Accountants,3.0,-21.0,2.0
298,M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,0,0,0,Security staff,6.0,-30.0,2.0
299,M,Y,Y,1,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16510,-731,0,0,0,No job,3.0,-22.0,2.0
300,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18820,-3185,0,1,0,Low-skill Laborers,2.0,-7.0,1.0
301,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,0,No job,1.0,-21.0,2.0
302,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,0,0,0,Sales staff,1.0,-1.0,0.0
303,F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,0,Sales staff,2.0,-45.0,2.0
304,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,0,0,0,No job,1.0,-14.0,2.0
305,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,0,1,1,Medicine staff,1.0,-18.0,2.0
306,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,0,0,0,No job,2.0,-37.0,2.0
307,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17701,-10773,0,0,0,Medicine staff,2.0,-16.0,1.0
308,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,0,0,0,Managers,2.0,0.0,1.0
309,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16517,-991,0,0,0,Core staff,2.0,-60.0,2.0
310,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,0,Laborers,2.0,-39.0,2.0
311,F,Y,Y,0,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,0,1,1,Managers,2.0,-31.0,0.0
312,M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19161,-3347,1,1,0,Security staff,2.0,-11.0,0.0
313,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,0,0,0,0,No job,2.0,-28.0,2.0
314,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,0,1,0,Laborers,4.0,-37.0,2.0
315,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17134,-1986,0,0,0,Sales staff,2.0,-20.0,2.0
316,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,0,Core staff,4.0,-26.0,2.0
317,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21567,0,0,0,0,No job,2.0,-36.0,2.0
318,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21030,-2299,0,0,0,No job,2.0,-33.0,2.0
319,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17732,0,0,0,0,No job,2.0,-2.0,1.0
320,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,0,0,No job,1.0,-40.0,2.0
321,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14461,-1589,0,1,0,Laborers,3.0,-6.0,1.0
322,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9145,-1509,0,0,0,Laborers,2.0,-34.0,2.0
323,M,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19597,-765,0,1,0,Drivers,2.0,-11.0,2.0
324,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,-17203,-1431,0,0,1,Managers,2.0,-1.0,1.0
325,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18114,-10121,0,0,0,High skill tech staff,2.0,-34.0,2.0
326,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17926,-399,0,0,0,Cooking staff,2.0,-16.0,2.0
327,F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10456,-1953,1,0,0,Medicine staff,2.0,-4.0,2.0
328,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-10952,-3577,1,0,0,Laborers,2.0,-44.0,2.0
329,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,-9690,-1193,0,0,0,Core staff,1.0,-24.0,2.0
330,M,N,Y,0,234000.0,Working,Secondary / secondary special,Married,Rented apartment,-15110,-1387,1,0,0,Laborers,2.0,-7.0,2.0
331,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-24166,0,0,0,0,No job,2.0,-31.0,1.0
332,M,Y,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22952,0,0,1,0,No job,2.0,-33.0,2.0
333,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,0,Laborers,3.0,-48.0,1.0
334,F,N,Y,0,126000.0,Commercial associate,Higher education,Separated,House / apartment,-16236,-3000,0,0,0,Managers,1.0,-12.0,2.0
335,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,0,0,0,No job,4.0,-6.0,1.0
336,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23029,0,0,0,0,No job,1.0,-9.0,0.0
337,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22972,0,0,0,0,No job,1.0,-6.0,2.0
338,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,0,0,1,0,No job,2.0,-2.0,1.0
339,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14432,-4493,1,0,1,No job,2.0,-33.0,2.0
340,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14567,-7369,1,0,0,Laborers,2.0,-24.0,2.0
341,F,N,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-16416,-1782,0,0,0,Laborers,1.0,-55.0,2.0
342,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-3840,0,0,0,Laborers,2.0,-34.0,2.0
343,F,Y,Y,1,279000.0,Working,Higher education,Civil marriage,House / apartment,-16187,-3731,1,1,0,Managers,3.0,-33.0,2.0
344,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19601,-796,0,0,0,High skill tech staff,2.0,-27.0,2.0
345,M,Y,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20911,-1100,0,0,1,Managers,2.0,-25.0,1.0
346,F,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17297,-521,0,1,1,Core staff,3.0,-49.0,2.0
347,M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16923,-2537,0,0,0,High skill tech staff,3.0,-26.0,2.0
348,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20814,0,0,0,0,No job,2.0,-22.0,2.0
349,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-14962,-5176,0,0,0,Laborers,3.0,-14.0,2.0
