,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,days_unemployed,income_unemployed,Age,birth_month,birth_week,ages_employed,employ_month,employ_week,ages_unemployed,unemploy_month,unemploy_week,income_family
132,M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,26,2.0,13688,16.437755698421974,39,3.0,2.0,2,2.0,3.0,37,0.0,3.0,112500.0
133,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,49,1.0,10595,10.618216139688533,35,0.0,1.0,6,7.0,3.0,29,5.0,1.0,28125.0
134,F,Y,N,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,3.0,41,2.0,9072,17.36111111111111,32,0.0,0.0,7,10.0,0.0,24,2.0,0.0,52500.0
135,M,Y,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,33,2.0,15030,23.952095808383234,42,7.0,0.0,0,10.0,0.0,41,9.0,3.0,180000.0
136,F,Y,Y,360000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,Medicine staff,1.0,35,2.0,10023,35.917390002993116,29,5.0,1.0,1,7.0,2.0,27,10.0,3.0,360000.0
137,F,N,N,175500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,No job,2.0,46,2.0,7875,22.285714285714285,51,4.0,3.0,30,6.0,2.0,21,10.0,1.0,87750.0
138,F,N,Y,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,35,2.0,20362,4.419998035556429,55,6.0,0.0,0,0.0,0.0,55,6.0,0.0,45000.0
139,M,N,Y,135000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,2.0,38,2.0,15848,8.518425037859666,45,5.0,1.0,2,5.0,1.0,43,0.0,0.0,67500.0
140,M,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,4.0,44,2.0,8640,18.229166666666668,27,0.0,1.0,3,0.0,2.0,23,0.0,2.0,39375.0
141,M,N,Y,202500.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,3.0,39,2.0,8401,24.104273300797523,29,10.0,0.0,6,6.0,0.0,23,4.0,0.0,67500.0
142,F,Y,Y,72000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,11,2.0,15870,4.536862003780718,46,7.0,0.0,3,6.0,0.0,43,1.0,3.0,24000.0
143,M,Y,Y,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,4.0,33,0.0,12626,28.51259306193569,36,4.0,3.0,2,3.0,3.0,34,0.0,3.0,90000.0
144,F,N,N,540000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,Managers,2.0,60,2.0,14364,37.59398496240601,44,6.0,0.0,5,8.0,0.0,39,10.0,0.0,270000.0
145,F,N,Y,155250.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,24,2.0,22044,7.042732716385411,60,2.0,1.0,0,0.0,0.0,60,2.0,1.0,77625.0
146,M,Y,Y,189000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Security staff,2.0,3,1.0,19986,9.456619633743621,57,9.0,1.0,2,3.0,2.0,54,6.0,3.0,94500.0
147,F,N,Y,139500.0,State servant,Higher education,Married,House / apartment,1,1,0,No job,2.0,4,1.0,20122,6.932710466156446,57,4.0,2.0,2,5.0,3.0,55,10.0,2.0,69750.0
148,F,N,Y,495000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No job,1.0,15,2.0,21596,22.92091127986664,59,11.0,1.0,0,0.0,0.0,59,11.0,1.0,495000.0
149,M,Y,N,459000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,14,2.0,15861,28.938906752411576,43,4.0,2.0,0,3.0,1.0,43,0.0,1.0,229500.0
150,F,N,Y,225000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,No job,2.0,3,1.0,10285,21.87651920272241,38,1.0,3.0,10,6.0,1.0,28,6.0,1.0,112500.0
151,M,Y,Y,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Core staff,3.0,60,2.0,17495,25.72163475278651,49,5.0,0.0,1,10.0,0.0,47,7.0,3.0,150000.0
152,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,2.0,2,0.0,14630,9.227614490772385,42,0.0,2.0,2,4.0,0.0,40,7.0,2.0,67500.0
153,M,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,49,1.0,7721,17.484781764020205,43,11.0,2.0,22,5.0,3.0,21,5.0,3.0,45000.0
154,F,N,Y,189000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,19,0.0,23086,8.186779866585809,63,1.0,2.0,0,0.0,0.0,63,1.0,2.0,94500.0
155,F,N,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Sales staff,2.0,15,2.0,9715,23.160061760164695,29,10.0,0.0,2,10.0,0.0,26,11.0,3.0,112500.0
156,M,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,2,1.0,9329,12.05917032908136,29,8.0,1.0,3,9.0,0.0,25,10.0,0.0,56250.0
157,F,Y,N,315000.0,State servant,Higher education,Married,House / apartment,1,0,0,Managers,2.0,26,2.0,7983,39.45885005636978,49,10.0,2.0,27,7.0,2.0,21,2.0,0.0,157500.0
158,F,N,N,157500.0,Commercial associate,Higher education,Single / not married,Rented apartment,0,0,0,No job,1.0,22,1.0,10370,15.188042430086789,32,8.0,3.0,3,11.0,2.0,28,9.0,1.0,157500.0
159,M,N,N,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,12,2.0,20288,6.210567823343848,55,4.0,2.0,0,0.0,0.0,55,4.0,2.0,63000.0
160,F,Y,Y,720000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,Managers,1.0,58,2.0,15977,45.06478062214433,56,9.0,2.0,13,4.0,3.0,43,4.0,2.0,720000.0
161,F,N,Y,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,5,0.0,20718,4.344048653344918,56,6.0,3.0,0,0.0,0.0,56,6.0,3.0,45000.0
162,F,N,Y,67500.0,Working,Higher education,Married,House / apartment,1,0,0,No job,4.0,12,0.0,9320,7.242489270386266,28,6.0,0.0,2,8.0,1.0,25,10.0,3.0,16875.0
163,F,N,Y,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,42,1.0,22861,6.889462403219457,62,6.0,1.0,0,0.0,0.0,62,6.0,1.0,78750.0
164,M,Y,N,225000.0,Working,Secondary / secondary special,Married,Office apartment,0,0,1,Drivers,2.0,46,2.0,14097,15.960842732496276,41,11.0,0.0,2,9.0,2.0,38,1.0,1.0,112500.0
165,F,N,Y,180000.0,Working,Lower secondary,Widow,House / apartment,1,1,0,Cleaning staff,1.0,49,2.0,14576,12.349066959385292,46,8.0,0.0,6,2.0,2.0,39,5.0,2.0,180000.0
166,F,Y,Y,216000.0,Working,Higher education,Married,House / apartment,0,0,0,Secretaries,2.0,10,2.0,16720,12.91866028708134,50,5.0,3.0,4,0.0,2.0,45,5.0,0.0,108000.0
167,F,Y,Y,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,4,1.0,9591,16.421645292461683,37,5.0,3.0,11,9.0,1.0,26,7.0,2.0,52500.0
168,F,N,N,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,26,0.0,20027,5.617416487741549,54,7.0,1.0,0,0.0,0.0,54,7.0,1.0,112500.0
169,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,44,2.0,11999,9.375781315109592,45,0.0,3.0,12,8.0,1.0,32,3.0,2.0,56250.0
170,F,N,Y,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,No job,1.0,13,0.0,23262,3.8689708537529017,63,7.0,3.0,0,0.0,0.0,63,7.0,3.0,90000.0
171,F,N,N,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,28,2.0,21310,5.701548568747067,58,2.0,0.0,0,0.0,0.0,58,2.0,0.0,60750.0
172,F,N,Y,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,14,2.0,11671,11.567132208037014,36,11.0,3.0,4,6.0,0.0,31,5.0,3.0,67500.0
173,M,Y,N,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,22,0.0,13650,14.835164835164836,44,0.0,1.0,7,1.0,3.0,37,11.0,2.0,101250.0
174,M,Y,N,252000.0,State servant,Higher education,Married,House / apartment,1,1,0,High skill tech staff,3.0,19,1.0,10833,23.262254223206867,34,8.0,3.0,4,7.0,3.0,29,1.0,3.0,84000.0
175,F,N,Y,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,5,2.0,10429,19.417010259852336,30,6.0,0.0,1,6.0,2.0,28,11.0,1.0,101250.0
176,M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,36,2.0,7600,26.644736842105264,27,5.0,0.0,6,4.0,3.0,20,1.0,1.0,101250.0
177,M,N,Y,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,3.0,49,2.0,8970,40.13377926421405,31,0.0,2.0,6,1.0,0.0,24,11.0,1.0,120000.0
178,F,N,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,4.0,26,1.0,7683,29.285435376805935,35,3.0,0.0,14,11.0,2.0,21,4.0,1.0,56250.0
179,F,N,Y,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,4.0,11,2.0,15154,23.756103998944173,43,11.0,2.0,1,9.0,2.0,41,1.0,0.0,90000.0
180,M,Y,Y,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2.0,3,1.0,12693,15.95367525407705,40,8.0,0.0,5,5.0,3.0,34,3.0,1.0,101250.0
181,F,Y,Y,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,10,1.0,8605,26.147588611272514,33,2.0,0.0,10,3.0,3.0,23,10.0,1.0,112500.0
182,F,N,N,135000.0,Working,Higher education,Married,House / apartment,1,0,0,Core staff,2.0,8,1.0,9738,13.863216266173753,38,4.0,2.0,12,4.0,3.0,26,0.0,3.0,67500.0
183,M,Y,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,41,2.0,7582,47.4808757583751,31,3.0,3.0,11,2.0,3.0,20,0.0,3.0,180000.0
184,M,N,N,382500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,Managers,2.0,46,1.0,16047,23.836231071228266,47,11.0,0.0,3,4.0,0.0,43,6.0,0.0,191250.0
185,F,N,Y,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,Laborers,1.0,28,2.0,16265,10.513372271749155,46,0.0,3.0,1,10.0,0.0,44,2.0,3.0,171000.0
186,M,N,N,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,48,1.0,8620,33.932714617169374,31,6.0,3.0,7,7.0,0.0,23,11.0,3.0,146250.0
187,F,Y,N,144000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,HR staff,1.0,6,2.0,13062,11.024345429490124,39,0.0,2.0,3,8.0,0.0,35,3.0,2.0,144000.0
188,F,N,N,112500.0,State servant,Higher education,Married,House / apartment,0,0,1,Core staff,4.0,3,0.0,8883,12.664640324214792,31,2.0,1.0,7,6.0,0.0,24,8.0,1.0,28125.0
189,F,N,Y,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,18,2.0,21383,3.7880559322826546,58,4.0,2.0,0,0.0,0.0,58,4.0,2.0,40500.0
190,F,Y,Y,225000.0,Working,Higher education,Separated,House / apartment,0,0,0,Core staff,2.0,0,1.0,13144,17.118076688983567,40,1.0,0.0,4,7.0,2.0,36,6.0,1.0,112500.0
191,F,N,Y,315000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,Accountants,1.0,52,2.0,15372,20.491803278688526,48,3.0,0.0,6,7.0,0.0,42,8.0,0.0,315000.0
192,M,Y,Y,427500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3.0,3,1.0,14731,29.020433100264746,41,10.0,3.0,0,11.0,2.0,40,11.0,0.0,142500.0
193,F,N,N,78750.0,Working,Secondary / secondary special,Married,With parents,1,0,0,Security staff,2.0,13,2.0,10059,7.828810020876826,33,7.0,1.0,5,8.0,0.0,27,11.0,1.0,39375.0
194,F,N,N,67500.0,Pensioner,Higher education,Widow,House / apartment,0,0,0,No job,1.0,30,0.0,24081,2.8030397408745484,65,10.0,0.0,0,0.0,0.0,65,10.0,0.0,67500.0
195,F,N,Y,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,13,2.0,20035,6.064387322186175,60,2.0,1.0,5,7.0,3.0,54,7.0,2.0,60750.0
196,F,N,N,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Core staff,1.0,42,2.0,9588,15.018773466833542,46,11.0,2.0,20,3.0,0.0,26,7.0,1.0,144000.0
197,F,N,Y,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,45,1.0,22283,6.058430193420993,61,10.0,3.0,0,0.0,0.0,61,10.0,3.0,67500.0
198,F,N,N,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,41,0.0,21513,4.3926927904058015,58,9.0,1.0,0,0.0,0.0,58,9.0,1.0,47250.0
199,F,Y,N,562500.0,Working,Higher education,Married,House / apartment,1,0,0,Managers,2.0,12,0.0,11818,47.596886105940094,40,8.0,1.0,7,10.0,1.0,32,9.0,0.0,281250.0
200,F,N,Y,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No job,1.0,32,1.0,21992,4.0923972353583125,60,1.0,1.0,0,0.0,0.0,60,1.0,1.0,90000.0
201,F,N,N,72000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Accountants,3.0,43,2.0,12248,5.878510777269758,38,4.0,0.0,5,4.0,3.0,33,0.0,1.0,24000.0
202,M,N,Y,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2.0,11,2.0,15149,9.505577925935706,46,1.0,1.0,5,1.0,1.0,41,0.0,0.0,72000.0
203,F,Y,N,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,1,0,Accountants,2.0,17,2.0,20148,10.050625372245385,58,1.0,3.0,3,1.0,1.0,55,11.0,2.0,101250.0
204,F,N,N,270000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,2.0,28,2.0,11781,22.91825821237586,48,9.0,2.0,15,1.0,3.0,32,8.0,3.0,135000.0
205,M,Y,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,12,1.0,7007,25.688597117168545,31,11.0,2.0,12,5.0,1.0,19,5.0,1.0,60000.0
206,F,Y,Y,315000.0,Commercial associate,Higher education,Married,With parents,0,0,0,Managers,4.0,50,2.0,11294,27.89091553037011,34,0.0,3.0,3,8.0,1.0,30,4.0,1.0,78750.0
207,M,Y,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,49,1.0,16319,11.030087627918377,53,4.0,3.0,8,0.0,3.0,44,3.0,3.0,90000.0
208,M,N,Y,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,0,1,0,Sales staff,1.0,7,0.0,8769,33.35614095107766,27,9.0,3.0,3,4.0,2.0,24,4.0,0.0,292500.0
209,F,N,Y,90000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No job,2.0,51,2.0,21340,4.217432052483599,58,3.0,0.0,0,0.0,0.0,58,3.0,0.0,45000.0
210,F,N,N,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2.0,37,2.0,6705,15.436241610738255,48,4.0,2.0,30,8.0,0.0,18,7.0,1.0,51750.0
211,F,Y,N,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,19,2.0,22989,2.9361868719822524,62,10.0,0.0,0,0.0,0.0,62,10.0,0.0,33750.0
212,F,Y,Y,225000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Sales staff,2.0,17,0.0,10575,21.27659574468085,30,8.0,1.0,1,4.0,2.0,28,4.0,2.0,112500.0
213,M,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,27,1.0,8397,13.39764201500536,44,7.0,0.0,21,3.0,1.0,23,3.0,3.0,56250.0
214,M,Y,Y,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Drivers,2.0,59,1.0,17395,25.869502730669733,50,10.0,0.0,2,6.0,3.0,47,3.0,1.0,225000.0
215,M,N,Y,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,2.0,11,1.0,15594,15.87148903424394,43,5.0,1.0,1,1.0,1.0,42,3.0,3.0,123750.0
216,M,Y,N,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,20,1.0,16134,15.340275195239865,47,5.0,1.0,3,8.0,0.0,44,9.0,0.0,123750.0
217,F,N,N,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,No job,2.0,27,2.0,7567,14.867186467556495,38,5.0,2.0,18,5.0,1.0,20,0.0,1.0,56250.0
218,M,N,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,29,2.0,15476,14.538640475575084,42,5.0,1.0,0,5.0,2.0,42,11.0,2.0,112500.0
219,F,Y,Y,270000.0,Working,Higher education,Separated,House / apartment,0,1,1,Sales staff,2.0,37,2.0,13912,19.407705577918342,38,0.0,3.0,0,4.0,0.0,38,7.0,3.0,135000.0
220,M,N,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,4.0,18,1.0,9562,21.17757791257059,34,3.0,2.0,8,8.0,0.0,26,6.0,2.0,50625.0
221,F,N,N,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,4.0,6,2.0,12438,14.47178002894356,37,3.0,2.0,3,9.0,1.0,34,6.0,0.0,45000.0
222,F,N,Y,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1.0,13,2.0,15141,7.43015652863087,43,2.0,3.0,2,1.0,0.0,41,0.0,3.0,112500.0
223,F,Y,Y,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,23,0.0,10431,15.099223468507335,37,4.0,1.0,9,4.0,2.0,28,11.0,2.0,52500.0
224,F,Y,Y,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2.0,43,1.0,12668,15.985159456899273,55,0.0,3.0,20,10.0,1.0,34,2.0,1.0,101250.0
225,F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Cleaning staff,2.0,28,2.0,15453,5.824111822947001,50,3.0,3.0,8,4.0,3.0,42,11.0,3.0,45000.0
226,M,Y,Y,157500.0,Commercial associate,Higher education,Married,With parents,0,0,0,Drivers,4.0,47,2.0,13566,11.609907120743035,38,5.0,3.0,1,8.0,1.0,37,8.0,2.0,39375.0
227,M,N,N,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,43,1.0,13909,12.941261053993816,41,7.0,2.0,2,11.0,3.0,38,7.0,3.0,90000.0
228,M,N,Y,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,High skill tech staff,3.0,11,1.0,10360,17.374517374517374,34,0.0,3.0,6,3.0,3.0,28,9.0,0.0,60000.0
229,F,N,N,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,14,2.0,20565,9.846827133479213,56,1.0,1.0,0,0.0,0.0,56,1.0,1.0,101250.0
230,F,Y,N,90000.0,Working,Incomplete higher,Married,Rented apartment,0,0,0,Laborers,3.0,6,1.0,8903,10.10895203863866,33,4.0,1.0,9,8.0,1.0,24,8.0,3.0,30000.0
231,F,N,Y,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,Core staff,1.0,22,2.0,12942,17.385257301808068,54,11.0,1.0,18,11.0,0.0,35,11.0,0.0,225000.0
232,F,Y,Y,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,32,2.0,9568,13.168896321070234,28,7.0,3.0,2,0.0,0.0,26,6.0,2.0,63000.0
233,F,N,Y,180000.0,State servant,Higher education,Married,House / apartment,0,0,1,High skill tech staff,3.0,5,1.0,7484,24.05130946018172,30,5.0,3.0,9,8.0,1.0,20,9.0,1.0,60000.0
234,F,N,Y,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,3.0,25,2.0,10016,35.94249201277955,37,8.0,3.0,9,10.0,0.0,27,9.0,2.0,120000.0
235,F,N,Y,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,17,1.0,23774,6.624884327416505,65,0.0,0.0,0,0.0,0.0,65,0.0,0.0,157500.0
236,F,N,Y,315000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,18,0.0,11965,26.32678646050982,41,4.0,3.0,9,1.0,2.0,32,2.0,1.0,315000.0
237,F,Y,Y,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,46,2.0,9916,27.228721258572005,39,3.0,1.0,12,9.0,0.0,27,6.0,0.0,90000.0
238,F,N,Y,180000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Sales staff,3.0,41,1.0,11885,15.145140933950358,37,2.0,2.0,5,2.0,0.0,32,0.0,1.0,60000.0
239,F,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,4.0,18,2.0,6775,26.568265682656826,36,1.0,0.0,18,3.0,0.0,18,9.0,3.0,45000.0
240,M,N,N,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,No job,2.0,46,2.0,8897,20.231538720917165,30,2.0,3.0,6,5.0,0.0,24,8.0,3.0,90000.0
241,F,N,N,180000.0,Working,Incomplete higher,Married,With parents,0,0,0,No job,3.0,38,2.0,7246,24.841291747170853,27,6.0,3.0,7,4.0,0.0,19,1.0,3.0,60000.0
242,F,N,N,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,33,2.0,22791,3.5540344872976175,62,3.0,3.0,0,0.0,0.0,62,3.0,3.0,40500.0
243,F,N,N,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,2.0,10,0.0,7977,8.461827754795035,25,10.0,3.0,3,8.0,0.0,21,1.0,3.0,33750.0
244,F,N,Y,238500.0,Working,Higher education,Married,House / apartment,1,1,0,Sales staff,2.0,12,2.0,17546,13.592841673315855,56,11.0,3.0,8,3.0,0.0,48,8.0,2.0,119250.0
245,F,Y,Y,202500.0,Pensioner,Higher education,Widow,House / apartment,0,0,1,No job,1.0,39,2.0,21269,9.52089896092905,58,0.0,2.0,0,0.0,0.0,58,0.0,2.0,202500.0
246,F,N,Y,630000.0,Working,Higher education,Separated,House / apartment,1,1,0,Accountants,1.0,41,2.0,20462,30.78877920046916,60,1.0,3.0,4,3.0,3.0,56,10.0,3.0,630000.0
247,F,N,Y,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1.0,25,2.0,11399,35.52943240635143,36,1.0,0.0,5,5.0,0.0,31,7.0,0.0,405000.0
248,M,Y,N,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,4.0,42,0.0,11094,12.16873985938345,34,4.0,1.0,4,6.0,1.0,30,9.0,0.0,33750.0
249,F,Y,N,112500.0,Working,Higher education,Married,With parents,1,1,0,Core staff,2.0,11,2.0,8683,12.956351491420016,28,1.0,0.0,4,11.0,0.0,23,1.0,0.0,56250.0
250,F,N,Y,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,13,2.0,22844,2.9548240238136927,62,5.0,3.0,0,0.0,0.0,62,5.0,3.0,33750.0
251,M,Y,N,135000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,No job,4.0,23,2.0,16064,8.403884462151394,45,2.0,3.0,1,6.0,0.0,44,7.0,2.0,33750.0
252,M,Y,Y,184500.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,2.0,60,2.0,13747,13.42111006037681,38,7.0,0.0,0,5.0,0.0,37,2.0,3.0,92250.0
253,M,Y,N,337500.0,State servant,Higher education,Married,House / apartment,0,0,0,No job,3.0,2,1.0,9220,36.60520607375271,35,6.0,3.0,9,11.0,2.0,25,7.0,1.0,112500.0
254,F,N,N,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,No job,1.0,8,2.0,21516,3.1372002230897937,58,9.0,1.0,0,0.0,0.0,58,9.0,1.0,67500.0
