,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,days_birth,days_employed,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,CODE
177,F,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,Rented apartment,11785,1415,0,0,0,No job,1.0,22,1.0,F-11785157500.0Commercial associate
178,M,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20288,0,0,0,0,No job,2.0,12,2.0,M-20288126000.0Pensioner
179,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,16990,2026,0,0,0,Drivers,2.0,19,2.0,M-16990315000.0Commercial associate
180,F,Y,Y,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,20791,4814,1,1,0,Managers,1.0,58,2.0,F-20791720000.0Commercial associate
181,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20718,0,0,0,0,No job,2.0,5,0.0,F-2071890000.0Pensioner
182,F,N,Y,2,67500.0,Working,Higher education,Married,House / apartment,10281,961,1,0,0,No job,4.0,12,0.0,F-1028167500.0Working
183,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22861,0,0,1,0,No job,2.0,42,1.0,F-22861157500.0Pensioner
184,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Office apartment,15092,995,0,0,1,Drivers,2.0,46,2.0,M-15092225000.0Working
185,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,16803,2227,1,1,0,Cleaning staff,1.0,49,2.0,F-16803180000.0Working
186,F,Y,Y,0,216000.0,Working,Higher education,Married,House / apartment,18529,1809,0,0,0,Secretaries,2.0,10,2.0,F-18529216000.0Working
187,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13830,4239,0,0,0,Laborers,3.0,4,1.0,F-13830157500.0Commercial associate
188,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,20027,0,0,0,0,No job,1.0,26,0.0,F-20027112500.0Pensioner
189,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,16573,4574,0,0,0,No job,2.0,44,2.0,F-16573112500.0Working
190,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23262,0,0,1,0,No job,1.0,13,0.0,F-2326290000.0Pensioner
191,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21310,0,0,0,0,No job,2.0,28,2.0,F-21310121500.0Pensioner
192,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,13299,1628,0,0,0,Laborers,2.0,14,2.0,F-13299135000.0Working
193,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16224,2574,0,0,0,Security staff,2.0,22,0.0,M-16224202500.0Commercial associate
194,M,Y,N,1,252000.0,State servant,Higher education,Married,House / apartment,12483,1650,1,1,0,High skill tech staff,3.0,19,1.0,M-12483252000.0State servant
195,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10981,552,0,0,0,Laborers,2.0,5,2.0,F-10981202500.0Working
196,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,9889,2289,0,0,0,Managers,2.0,36,2.0,M-9889202500.0Working
197,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11524,2554,0,0,0,Sales staff,3.0,49,2.0,M-11524360000.0Working
198,F,N,Y,2,225000.0,State servant,Secondary / secondary special,Married,House / apartment,13077,5394,1,0,0,Medicine staff,4.0,26,1.0,F-13077225000.0State servant
199,F,N,Y,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,15812,658,0,1,0,Sales staff,4.0,11,2.0,F-15812360000.0Working
200,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,14646,1953,0,0,0,Managers,2.0,3,1.0,M-14646202500.0Working
201,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,12322,3717,0,0,0,Core staff,2.0,10,1.0,F-12322225000.0Working
202,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,14185,4447,1,0,0,Core staff,2.0,8,1.0,F-14185135000.0Working
203,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11613,4031,0,1,0,Laborers,2.0,41,2.0,M-11613360000.0Commercial associate
204,M,N,N,0,382500.0,Working,Secondary / secondary special,Married,Municipal apartment,17254,1207,1,1,0,Managers,2.0,46,1.0,M-17254382500.0Working
205,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,16938,673,0,0,0,Laborers,1.0,28,2.0,F-16938171000.0Working
206,M,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,11365,2745,1,1,0,Core staff,2.0,48,1.0,M-11365292500.0State servant
207,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,14407,1345,0,0,0,HR staff,1.0,6,2.0,F-14407144000.0Working
208,F,N,N,2,112500.0,State servant,Higher education,Married,House / apartment,11604,2721,0,0,1,Core staff,4.0,3,0.0,F-11604112500.0State servant
209,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21383,0,0,1,0,No job,2.0,18,2.0,F-2138381000.0Pensioner
210,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,14816,1672,0,0,0,Core staff,2.0,0,1.0,F-14816225000.0Working
211,F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,Accountants,1.0,52,2.0,F-17752315000.0Commercial associate
212,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,15085,354,0,0,0,Managers,3.0,3,1.0,M-15085427500.0Working
213,F,N,N,0,78750.0,Working,Secondary / secondary special,Married,With parents,12104,2045,1,0,0,Security staff,2.0,13,2.0,F-1210478750.0Working
214,F,N,N,0,67500.0,Pensioner,Higher education,Widow,House / apartment,24081,0,0,0,0,No job,1.0,30,0.0,F-2408167500.0Pensioner
215,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,22046,2011,0,0,0,Laborers,2.0,13,2.0,F-22046121500.0Working
216,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,16898,7310,1,1,0,Core staff,1.0,42,2.0,F-16898144000.0Working
217,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22283,0,0,0,0,No job,2.0,45,1.0,F-22283135000.0Pensioner
218,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21513,0,0,1,0,No job,2.0,41,0.0,F-2151394500.0Pensioner
219,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,14654,2836,1,0,0,Managers,2.0,12,0.0,F-14654562500.0Working
220,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21992,0,0,0,0,No job,1.0,32,1.0,F-2199290000.0Pensioner
221,F,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,14173,1925,0,0,1,Accountants,3.0,43,2.0,F-1417372000.0Commercial associate
222,M,N,Y,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,16979,1830,0,0,0,Security staff,2.0,11,2.0,M-16979144000.0Working
223,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,21276,1128,0,1,0,Accountants,2.0,17,2.0,F-21276202500.0Commercial associate
224,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,17573,5792,1,1,0,Managers,2.0,28,2.0,F-17573270000.0Working
225,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,11498,4491,0,0,0,No job,3.0,12,1.0,M-11498180000.0Working
226,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,12621,1327,0,0,0,Managers,4.0,50,2.0,F-12621315000.0Commercial associate
227,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19565,3246,0,0,0,No job,2.0,49,1.0,M-19565180000.0Working
228,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,9990,1221,0,1,0,Sales staff,1.0,7,0.0,M-9990292500.0Commercial associate
229,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,21340,0,0,0,0,No job,2.0,51,2.0,F-2134090000.0Pensioner
230,F,N,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,17767,11062,1,0,0,Medicine staff,2.0,37,2.0,F-17767103500.0Working
231,F,Y,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22989,0,0,1,0,No job,2.0,19,2.0,F-2298967500.0Pensioner
232,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,11067,492,0,0,0,Sales staff,2.0,17,0.0,F-11067225000.0Working
233,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,16076,7679,0,0,0,No job,2.0,27,1.0,M-16076112500.0Working
234,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18318,923,0,1,1,Drivers,2.0,59,1.0,M-18318450000.0Commercial associate
235,M,N,Y,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,15995,401,0,0,0,Core staff,2.0,11,1.0,M-15995247500.0Commercial associate
236,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17455,1321,0,0,0,Drivers,2.0,20,1.0,M-17455247500.0Commercial associate
237,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,14216,6649,1,1,0,No job,2.0,27,2.0,F-14216112500.0State servant
238,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,15634,158,1,0,0,Laborers,2.0,29,2.0,M-15634225000.0Working
239,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,14052,140,0,1,1,Sales staff,2.0,37,2.0,F-14052270000.0Working
240,M,Y,N,0,382500.0,State servant,Higher education,Married,Office apartment,11960,4174,0,0,0,No job,2.0,3,1.0,M-11960382500.0State servant
241,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,12703,3141,0,1,0,Laborers,4.0,18,1.0,M-12703202500.0Working
242,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13791,1353,1,0,0,Accountants,4.0,6,2.0,F-13791180000.0Commercial associate
243,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,15903,762,0,0,0,Sales staff,1.0,13,2.0,F-15903112500.0Commercial associate
244,M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,17876,5239,0,0,0,Laborers,2.0,1,1.0,M-1787699000.0Working
245,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,13811,3380,0,0,0,Laborers,3.0,23,0.0,F-13811157500.0State servant
246,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,20182,7514,0,0,0,Accountants,2.0,43,1.0,F-20182202500.0Working
247,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,18474,3021,0,0,1,Cleaning staff,2.0,28,2.0,F-1847490000.0Working
248,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,14192,626,0,0,0,Drivers,4.0,47,2.0,M-14192157500.0Commercial associate
249,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,14972,1063,0,0,0,Core staff,2.0,43,1.0,M-14972180000.0Working
250,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,12627,2267,0,0,0,High skill tech staff,3.0,11,1.0,M-12627180000.0Commercial associate
251,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20565,0,0,1,0,No job,2.0,14,2.0,F-20565202500.0Pensioner
252,F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,12383,3480,0,0,0,Laborers,3.0,6,1.0,F-1238390000.0Working
253,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,19777,6835,1,1,0,Core staff,1.0,22,2.0,F-19777225000.0Commercial associate
254,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10302,734,0,0,0,Core staff,2.0,32,2.0,F-10302126000.0Commercial associate
255,F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,10969,3485,0,0,1,High skill tech staff,3.0,5,1.0,F-10969180000.0State servant
256,F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13576,3560,0,0,0,Sales staff,3.0,25,2.0,F-13576360000.0Commercial associate
257,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23774,0,0,0,0,No job,1.0,17,1.0,F-23774157500.0Pensioner
258,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,15256,3291,0,0,0,Laborers,1.0,18,0.0,F-15256315000.0Working
259,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,14512,4596,0,0,0,Laborers,3.0,46,2.0,F-14512270000.0Working
260,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,13767,1882,0,0,0,Sales staff,3.0,41,1.0,F-13767180000.0Working
261,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13361,6586,1,0,0,Core staff,4.0,18,2.0,F-13361180000.0Working
262,M,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,11223,2326,0,0,0,No job,2.0,46,2.0,M-11223180000.0Commercial associate
263,F,N,N,1,180000.0,Working,Incomplete higher,Married,With parents,9911,2665,0,0,0,No job,3.0,38,2.0,F-9911180000.0Working
264,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22791,0,0,0,0,No job,2.0,33,2.0,F-2279181000.0Pensioner
265,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,9323,1346,0,0,0,No job,2.0,10,0.0,F-932367500.0Commercial associate
266,F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,20517,2971,1,1,0,Sales staff,2.0,12,2.0,F-20517238500.0Working
267,F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,21269,0,0,0,1,No job,1.0,39,2.0,F-21269202500.0Pensioner
268,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,22001,1539,1,1,0,Accountants,1.0,41,2.0,F-22001630000.0Working
269,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13362,1963,0,0,0,Sales staff,1.0,25,2.0,F-13362405000.0Commercial associate
270,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,12725,1631,0,0,0,Core staff,4.0,42,0.0,M-12725135000.0Working
271,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,10475,1792,1,1,0,Core staff,2.0,11,2.0,F-10475112500.0Working
272,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22844,0,0,0,0,No job,2.0,13,2.0,F-2284467500.0Pensioner
273,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,16625,561,0,0,0,No job,4.0,23,2.0,M-16625135000.0Working
274,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,13916,169,0,0,0,Managers,2.0,60,2.0,M-13916184500.0State servant
275,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,12794,3574,0,0,0,No job,3.0,2,1.0,M-12794337500.0State servant
276,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,21516,0,0,0,0,No job,1.0,8,2.0,F-2151667500.0Pensioner
277,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,8316,149,0,0,0,Laborers,3.0,20,0.0,M-831690000.0Commercial associate
278,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,14083,7049,1,0,0,Core staff,2.0,0,1.0,F-14083180000.0Working
279,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,19987,0,0,0,0,No job,2.0,35,1.0,M-19987112500.0Pensioner
280,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,22408,2685,0,1,0,Cooking staff,2.0,44,1.0,F-22408112500.0Working
281,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,24311,0,0,1,0,No job,2.0,9,2.0,F-2431176500.0Pensioner
282,M,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,20644,0,0,0,0,No job,1.0,5,2.0,M-2064490000.0Pensioner
283,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,13796,2682,0,0,0,Drivers,2.0,33,2.0,M-13796252000.0Commercial associate
284,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,23289,0,0,1,0,No job,2.0,22,2.0,M-23289180000.0Pensioner
285,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,16917,4081,1,0,0,Laborers,1.0,3,0.0,F-16917112500.0Working
286,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,13790,5639,1,1,0,No job,3.0,35,2.0,M-13790562500.0Working
287,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18061,869,0,0,0,No job,2.0,16,2.0,F-18061112500.0Commercial associate
288,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,12922,923,0,0,0,Core staff,1.0,53,2.0,F-12922270000.0Working
289,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,14348,727,0,0,1,No job,5.0,5,2.0,M-1434890000.0State servant
290,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12541,4549,1,1,0,Laborers,4.0,16,2.0,F-12541135000.0Commercial associate
291,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,11588,801,1,1,0,Core staff,2.0,23,2.0,F-11588157500.0State servant
292,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14201,2139,0,1,0,No job,2.0,31,0.0,F-14201135000.0Commercial associate
293,F,Y,Y,0,301500.0,Pensioner,Higher education,Married,House / apartment,21044,0,0,1,0,No job,2.0,7,2.0,F-21044301500.0Pensioner
294,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,10328,1156,0,0,0,Laborers,2.0,20,1.0,M-10328225000.0Working
295,F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,19514,1991,1,0,0,IT staff,1.0,42,2.0,F-19514135000.0State servant
296,M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,10370,1550,1,1,0,Managers,1.0,9,2.0,M-10370247500.0Working
297,F,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,9184,840,1,1,0,Sales staff,2.0,25,2.0,F-9184270000.0Working
